term_id,zh-CN,ko
2226,碧落旗,벽낙기
2227,磐石,반석
2228,磐龙刀,반용도
2229,磨剑石,마검석
2230,礼之道,예지도
2231,礼包合集,선물세트
2232,礼花,꽃불
2233,礼金,축의금
2234,祖狄,조적
2235,祛毒草,거독초
2236,祝乾野,축건야
2237,祝炎野,축염야
2238,祝玄野,축현야
2239,祝福,축복
2240,祝福值,축복치
2241,祝福圣剑,성검
2242,祝融,축융
2243,祝黑野,축흑야
2244,神偷,신도 석천
2245,神兵,신병
2246,神兵幻化,신병 변신
2247,神兵攻击,신병 공격
2248,神兽,신수
2249,神农,신농
2250,神剑,신검
2251,神君,신군
2252,神器值,신물도
2253,神器副本boss,신기던전boss
2254,神器强化,신기 강화
2255,神圣风暴,신성 폭풍
2256,神如洞,신여동
2257,神尊,신존
2258,神崎,존
2259,神恩,신은
2260,神愈圣灵,신유
2261,神族,신족
2262,神来斩,신래참
2263,神殿,신전
2264,神殿圣女(随机BOSS),신전성녀(랜덤BOSS)
2265,神灯,신등
2266,神王,신왕
2267,神王殿,신왕전
2268,神田,아이비
2269,神皇,신황
2270,神祝,신축
2271,神秘男子,신비한 남자
2272,神秘的宝箱,신비한 상자
2273,神纹强化,문양 강화
2274,神臂弓,신비궁
2275,神行,신행
2276,神谕弓,신유궁
2277,神选者,신의 사자
2278,神道,신도
2279,神邪道,신사도
2280,神防,신병방어
2281,神降,강림
2282,神雷卫,신뢰위
2283,神风,신풍
2284,神魄,신백
2285,神魄弓,신백궁
2286,神魔,신마
2287,祥源,상원
2288,祭品,제물
2289,祭月帖,달맞이
2290,禄星雨,녹성우
2291,禅定,선정
2292,福绝衫,복절삼
2293,福赐,은총
2294,离战笔,이전필
2295,离睿,이예
2296,离间,이간
2297,离魂切,이혼절
2298,私兵,사병
2299,秋叶,재스퍼
2300,种子,씨앗
2301,秒杀剑,필살검
2302,秒杀弓,필살궁
2303,秒杀杖,필살지팡이
2304,秘境专属定时BOSS,비경 전용 기한BOSS
2305,秘室,밀실
2306,秘密武器,비밀 무기
2307,秘法裤,아케인 트라우저
2308,秘诀,비결
2309,秦琼,진경
2310,秦绝义,진절의
2311,积分榜,점수 랭킹
2312,积怒,적노
2313,积蓄力量,힘 축적
2314,称号,칭호
2315,程海博,정해박
2316,稚灌boss技能,치관 BOSS스킬
2317,稚灌boss普攻,치관 boss일반공격
2318,稷灵坊,직영방
2319,稽涛,계도
2320,穴虎,혈호
2321,穷奇,궁기
2322,穷奇boss技能,궁기 BOSS스킬
2323,穷奇boss普攻,궁기boss일반공격
2324,空壳,빈껍데기
2325,空无,공무
2326,空明大师BOSS,공명대사BOSS
2327,空木,나탈리
2328,空波,배리
2329,穿云弓,천운궁
2330,穿宫马,천궁마
2331,穿心剑,천심검
2332,窃听,엿듣는 중
2333,立冬,입동
2334,立夏,입하
2335,立方体,큐브
2336,立春,입춘
2337,竹叶青,살무사
2338,竹园,메이시
2339,竹川,킴버
2340,竹笋,죽순
2341,笑剑刀,소검도
2342,笑面,모트
2343,笛仙,적선
2344,笠松,로빈
2345,符人,부인
2346,符文精华,룬 정수
2347,符煞使,부살사
2348,符诏,부조
2349,第七天,7일차
2350,第三天,3일차
2351,第五天,5일차
2352,第六天,6일차
2353,第四天,4일차
2354,笼子,새장
2355,笼子钥匙,새장 열쇠
2356,等级,레벨
2357,等级封印,레벨 봉인
2358,等级榜,레벨랭킹
2359,筑脉针,축맥침
2360,筮数,서수
2361,筱宫,아이작
2362,筷子,젓가락
2363,箕水豹,기수표
2364,箭阵,화살진
2365,箴言符,잠언부적
2366,篆印,전인
2367,篠原,헤빈
2368,篮球,농구공
2369,米尔,미르
2370,米库,콜린
2371,米迦勒,미카엘
2372,米酒,미주
2373,粉红,핑크
2374,粘合剂,접착제
2375,粟楠,켈스
2376,粽叶,쫑쯔잎
2377,精丹,정단
2378,精灵,정령
2379,精灵族,엘프족
2380,精灵龙,정령용
2381,精炼属性,정련 속성
2382,精瘦肉,살코기
2383,精纺布,정방 천
2384,糖婚,결혼 6주년
2385,素素,소소
2386,索命剑,색명검
2387,索菲亚,소피아
2388,索隆,헨리
2389,索魂鞭,탐혼편
2390,紫云,자운
2391,紫兰,자란
2392,紫外线,자외선
2393,紫庭丹,영웅단환
2394,紫灵弓,자령궁
2395,紫烈,자열
2396,紫玉,자옥
2397,紫电,자전
2398,紫穆,자목
2399,紫色及以下,영웅 이하
2400,紫薇,자미
2401,紫金级,자금 레벨
2402,紫金葫芦,자금조롱박
2403,紫金铃,자금령
2404,紫霄,자소
2405,紫霞箭,자하화살
2406,紫龙晶,자용정
2407,繁花意,꽃말
2408,红参,홍삼
2409,红毒狼,홍독낭
2410,红毒肉,홍독육
2411,红玉,홍옥
2412,红绿,홍록
2413,红色卡牌,신화 카드
2414,红色品质,신화 등급
2415,红莲业火,홍련업화
2416,红蝮蛇,홍복사
2417,红豆粥,팥죽
2418,红豆糕,1주년 기념떡
2419,红辣椒,붉은 고추
2420,红闪,홍섬
2421,红队,홍팀
2422,红魔人,홍마인
2423,约鲁克,조루크
2424,纪念碑,기념비
2425,纵火者,방화범
2426,纸扇,부채
2427,纸质,종이
2428,纸鹤,종이학
2429,终极卡牌,종극카드
2430,经玄,경현
2431,经验,경험치
2432,经验丹,경험단
2433,经验区,체험구역
2434,经验果,경험과
2435,经验符文,경험치 룬
2436,经验道具,경험치 아이템
2437,结晶体,장비 결정
2438,结界,결계
2439,结缔,결합
2440,结野,휴잇
2441,绝世神,절세신
2442,绝品,절품
2443,绝圣,절성
2444,绝影,절영
2445,绝技栏,필살기칸
2446,绣球,수구
2447,续命,연명
2448,绯红之灵,붉은 영혼
2449,维尼,비니
2450,绿松石,터키석
2451,缰绳,고삐
2452,罐子,단지
2453,罗宣,나선
2454,罗明镇,라명진
2455,罗根,이글
2456,罗瓦,피오나
2457,罗萨,크리스
2458,罡元,강원
2459,罡虹,강홍
2460,罡风,강풍
2461,羁绊技能,인연 스킬
2462,羊皮,양피
2463,美人,미인
2464,美味火鸡,맛있는 닭다리
2465,美容,미용
2466,群星,네뷸라
2467,群魔恸殇,군만
2468,羽九变,우구변
2469,羽原,셸든
2470,羽泉,우천
2471,羽耀,우요
2472,羽鸟,맥슨
2473,翅娟,시연
2474,翠玉弓,취옥궁
2475,翠琼,취경
2476,翻天锤,번천추
2477,耀尚天,요상천
2478,耀耀,요요
2479,老医师,노의사
2480,老奶奶,할머니
2481,老师早,"안녕하세요, 스승님."
2482,老张,장씨
2483,老舍,노사
2484,老门主,노문주
2485,耐寒草,내한초
2486,耳环,귀걸이
2487,耿一风,경일풍
2488,聊斋,요재
2489,职业技能,직업 스킬
2490,职业技能书,직업 스킬북
2491,职业转换,직업 변경
2492,聚灵丹,취령단
2493,聚辉,광원
2494,肉排,스테이크
2495,肖大强,초대강
2496,肢解者,절단자
2497,背棺人,배관인
2498,背饰,등 장식
2499,胜生,하몬
2500,胜负奖,승부 보상
2501,胡佛,에밀리
2502,能征善战,전투의 달인
2503,能量指引,힘의 인도
2504,脑户,뇌호
2505,脚都,각도
2506,腌牛肉,절인 소고기
2507,自云坊,자운방
2508,自爆,자폭
2509,自爆技能,자폭스킬
2510,自爆术,자폭술
2511,自证,증명
2512,至圣剑,지성검
2513,至尊VIP.半年卡,지존 VIP.6개월카드
2514,至尊VIP卡,지존 VIP카드
2515,至尊刀,지존도
2516,致谢,감사
2517,臼井,페리
2518,舍利,사리
2519,舒血草,서혈초
2520,舞蛇人,무사인
2521,舞蛇笔,무사필
2522,船难,조난
2523,良缘签,량연첨
2524,色妖,호색요괴
2525,艾凡,토너
2526,艾文,트랜
2527,艾梅,수잔
2528,艾猛boss技能,예맹 BOSS스킬
2529,艾猛boss普攻,예맹 boss일반공격
2530,艾维,토저
2531,艾迪,에디
2532,芒种,망종
2533,芝草,지초
2534,芥火,셔먼
2535,花中玉,화중옥
2536,花圃,꽃밭
2537,花心玉,화심옥
2538,花期,화기
2539,花林木,화림목
2540,花果婚,결혼 4주년
2541,花残满地殇,흩날리는 꽃잎
2542,花灯,꽃등
2543,花灵,화령
2544,花石纲,화석강
2545,花花公子,난봉꾼
2546,花芽,화아
2547,花萝,화라
2548,花萝萤,화라형
2549,花边婚,결혼 13주년
2550,花钿,화전
2551,花零斩,화령참
2552,花魁,매화
2553,芳雪,스노우
2554,苍井,그레인저
2555,苍崎,메건
2556,苍灵秘境世界BOSS,신령비경 월드BOSS
2557,苍生卫,창생위
2558,苍郁,창욱
2559,苍麟套,창린 세트
2560,苏生,소생
2561,苏轼,소식
2562,苗刀,묘도
2563,苗斐,묘비
2564,苜蓿草,목숙초
2565,英主令,영주령
2566,英冉套,영염 세트
2567,英招,영소
2568,英招boss技能,영소 BOSS스킬
2569,英招boss普攻,영소boss일반공격
2570,苹果,사과
2571,苻柳思,부유사
2572,范曾,범증
2573,茅场,구나
2574,茅盾,모순
2575,茉莉,자스민
2576,茶花妖,다화요
2577,荆星宇,형성우
2578,草泥马,라마
2579,草间,레논
2580,荒咬,황교
2581,荒魂,황혼
2582,荔枝,리치
2583,荣光,영광
2584,荣纯,스완
2585,荣耀仙,명예
2586,荣誉值,명예치
2587,荧紫,형자
2588,荧辉金,형휘금
2589,荧雪石,형설석
2590,荫黄道,음황도
2591,药剂师,약제사
2592,药材,약재
2593,药罐,약탕기
2594,莉兹,그레이그
2595,莉安,리안
2596,莉拉,리라
2597,莫斯,모레스
2598,莫晗,막함
2599,莫里斯,모리스
2600,莱利,라일리
2601,莱行道,내행도
2602,莲座,연좌
2603,莲心,연심
2604,菊丸,로렌
2605,菲利,브레이튼
2606,菲尼克斯,피닉스
2607,萃取符,추출부적
2608,萌宠礼包,펫 패키지
2609,萌萌圈,몽몽권
2610,萌萌犬,시바견
2611,萌萌猪,꿀꿀이
2612,萌郁,옥슬리
2613,萝拉,로라
2614,萧景天,소경천
2615,萨卡,사카르
2616,萨缪尔,사무엘
2617,落日弓,낙일궁
2618,落英,낙영
2619,葛城,하인스
2620,葛木,올리비아
2621,葛江,갈강
2622,葵花籽,해바라기씨
2623,蒙洛,데보
2624,蒙蠃套,몽라 세트
2625,蒜利民,산리민
2626,蓝罗叶,남라잎
2627,蓝色及以下,희귀 이하
2628,蓝色妖姬,푸른 요괴
2629,蓝莓,블루베리
2630,蓝血草,남혈초
2631,蓝队,청팀
2632,蓬莱,봉래
2633,蔷薇,장미
2634,蕲华观,기화관
2635,蕴灵珠,한령주
2636,薇恩,코너
2637,藏宝阁,장보각
2638,藤井,미아
2639,藤隆,샤프
2640,蘑菇,버섯
2641,虎影团,호영단
2642,虎母,호랑이 엄마
2643,虎父,호랑이 아빠
2644,虎王血,호왕혈
2645,虎跃,호약
2646,虎阔军,호활군
2647,虚危,허위
2648,虚泛,허범
2649,虚空之门,공허의 문
2650,虚空幻灵boss技能,허공환영 BOSS스킬
2651,虚防,허방
2652,虹岩套,홍암 세트
2653,虹裳,홍상
2654,蚀天扇,식천선
2655,蚕变,잠변
2656,蛇剑,사검
2657,蛇影,사영
2658,蛇柱,뱀기둥
2659,蛇焰套,사염 세트
2660,蛇牙刃,사아인
2661,蛇珠,사주
2662,蛇舞,뱀
2663,蛟龙,교룡
2664,蜈蚣,지네
2665,蜥蜴族,사우리안
2666,蜻蛉,모라
2667,融灵丹,융령단
2668,螺旋击,나선격
2669,螺旋拳,나선권
2670,螺旋斩,나선참
2671,蟑螂,바퀴벌레
2672,蟠桃,반도
2673,血仙扇,혈선부채
2674,血刃飞,혈인비
2675,血剑,혈검
2676,血吟刀,혈금도
2677,血契枪,혈계창
2678,血封侯,혈봉후
2679,血晶,혈정
2680,血枯咒,혈고주
2681,血河剑,혈하검
2682,血涛刀,혈도도
2683,血煞剑,혈살검
2684,血牙,혈아
2685,血牛,혈우
2686,血符笔,혈부필
2687,血罗刹,혈라찰
2688,血路,혈로
2689,血酒魔,혈주마
2690,血钻,혈찬
2691,血魂弓,혈혼궁
2692,血魔,혈마
2693,血魔剑,혈마검
2694,血魔洞,혈마동
2695,血龙木,혈용목
2696,行军,행군
2697,行力,행동력
2698,行魇,행염
2699,衍魔枪,연마창
2700,补丁裤,가죽 바지
2701,补气酒,보기주
2702,衬衣,셔츠
2703,被动,패시브
2704,被动技能,패시브 스킬
2705,裂伤,열상
2706,裂冰斩,열빙참
2707,裂地击,열지격
2708,裂地拳,열지권
2709,裂地箭,균열화살
2710,裂石拳,열석권
2711,裘白衣,구백의
2712,裴大海,배대해
2713,裴霸忠,배패충
2714,襄阳城,양양성
2715,西岐,서기
2716,西施,서시
2717,西漠城,서막성
2718,观战者,관전자
2719,观测,관측
2720,觉圣,각성
2721,角弓,각궁
2722,角斗场,격투장
2723,角木蛟,각목교
2724,角色战力,캐릭터 전투력
2725,角色背包,캐릭터 가방
2726,解散,해산
2727,解锋,해봉
2728,言峰,할리
2729,詹姆士,제임스
2730,警卫兵,경비병
2731,讯影,그림자
2732,许愿墙,소원벽
2733,诊疗费,치료비
2734,试炼BOSS,시련BOSS
2735,试炼币,시련 주화
2736,试炼长老boss技能,시련장로 BOSS스킬
2737,试穿,입어보기
2738,诗经,시경
2739,诗诗,시시
2740,诛仙,주선
2741,诛魔人,마인 처치
2742,诡雷,불꼭두각시
2743,诬陷,모함
2744,语音NPC,음성NPC
2745,请准备,준비
2746,诸叶,스탭니
2747,诺亚,노아
2748,诺多,노드
2749,谢康公,사강공
2750,谢烟客,사연객
2751,谢耳顿,사이돈
2752,谦卑之剑,겸손의 검
2753,谭娜,타나
2754,谭才,담재
2755,谷亦粮,곡역량
2756,象牙婚,결혼 14주년
2757,象肉,코끼리 고기
2758,豪华度,호화도
2759,貂蝉,초선
2760,贝茨,유들라인
2761,负责人,책임자
2762,贡献值,공헌
2763,财大郎,재대랑
2764,贤天坊,현천방
2765,贤德令,현덕령
2766,贤者之智,현자의 지혜
2767,货箱,화물상자
2768,贪狼屠,탐랑도
2769,贯骨,관골
2770,贴身车,첩신차
2771,贵州,귀주
2772,贺元武,하원무
2773,贼之宝,도적의 보물
2774,贼人之手,악인의 손
2775,贼报复,산적의 복수
2776,贾仁义,가인의
2777,赋兵,부병
2778,赌战,승부 내기
2779,赌神兵,신병 내기
2780,赏花,꽃구경
2781,赏金副本,상금 던전
2782,赏金猎人,상금사냥꾼
2783,赛程表,일정표
2784,赞赏,칭찬
2785,赤司,스티븐스
2786,赤子,피어스
2787,赤日杳灵,적일
2788,赤朱剑,적주검
2789,赤柏山,적백산
2790,赤柱,적주
2791,赤火剑,적화검
2792,赤火草,적화초
2793,赤炎脉,적염맥
2794,赤炎草,적염초
2795,赤焰蛇,적염사
2796,赤牛茶,적오차
2797,赤精,적정
2798,赤羽,붉은 날개
2799,赤虹狼,적홍랑
2800,赤血熊,적혈웅
2801,赤钨金,적오금
2802,赤铜矿,적동광
2803,赤魔扇,적마부채
2804,赫连影,혁련영
2805,走火入魔,주화입마
2806,赵开颜,조개안
2807,赵星河,조성하
2808,赵都,조도
2809,赶人,쫓기
2810,起刀式,기도식
2811,超人,초인
2812,越前,코디
2813,越女扇,월녀부채
2814,路哈,루하
2815,路珀特,로버트
2816,路飞,머넌
2817,跳抓,도조
2818,跳砍,도약 찍기
2819,跳跳蛙,개구리
2820,踏云虎,답운호
2821,踏冰碎雪,얼음과 눈
2822,踏地象,답지상
2823,踏花,답화
2824,踏誓者,맹세
2825,蹈海,도해
2826,身法,신법
2827,躺下,눕기
2828,车悬,차현
2829,轩禹,헌우
2830,轮脉,윤맥
2831,轮轨,윤궤
2832,软毛皮,털가죽
2833,轰土,굉토
2834,辉耀,휘황
2835,辞海,사해
2836,辟地,개벽
2837,辟邪扇,피사선
2838,达勾,재커리
2839,达特,조에
2840,迅影,신영
2841,迅身,속공
2842,过宫炮,과궁포
2843,过河兵,과하병
2844,近击,근접 공격
2845,还剑,되돌려주기
2846,还愿,환원
2847,这是一个被动技能,패시브 스킬입니다.
2848,进攻战,쟁탈전
2849,远坂,해밀
2850,远射,거리재기
2851,远御术,화살 방어술
2852,远见,퀴니
2853,远野,힐리
2854,连击拳,연격권
2855,连刺率,연속 찌르기 확률
2856,连射,연사
2857,连牙裂,연아열
2858,连环击,연속타격
2859,连环刀,연환도
2860,连环剑,연환검
2861,连环脚,연환각
2862,连环马,연배마
2863,连珠,연주
2864,迪娜,디나
2865,迷雾,안개
2866,迷魂舞,미혼무
2867,迷魂草,미혼초
2868,迹部,갓프리
2869,追云靴,추운화
2870,追亲人,가족 쫓기
2871,追加伤害,추가피해
2872,追月剑,추월검
2873,追月弓,추월궁
2874,追流,추류
2875,追随者,추종자
2876,追风,추풍
2877,追风豹,추풍표
2878,追魂,추혼
2879,逆鳞,역린
2880,逍遥丹,소요단
2881,透骨针,투골침
2882,逐风剑,축풍검
2883,逐风者,윈드 체이서
2884,通后寨,마지막 지역 돌진
2885,通幽境,통유경
2886,通络散,통락산
2887,通行证,통행증
2888,通谷,통곡
2889,通风报信,내통
2890,通魂丸,통혼환
2891,逝芳华,서화
2892,遇袭,습격
2893,道具,아이템
2894,道冠,도관
2895,道家,도가
2896,道纹,도문
2897,道袍,도포
2898,避世林,피세림
2899,邑临观,읍임관
2900,那社,스웨일스
2901,邪云洞,사운동
2902,邪寒使,사한사
2903,邪尊使,사존사
2904,邪尸,사악시체
2905,邪术,사술
2906,邪灵剑,사령검
2907,邪烟,연기
2908,邪王,사왕
2909,邪神,악신
2910,邪祭,사악한 제사장
2911,邪龙,사룡
2912,邹小瑜,추소유
2913,郊外,교외
2914,郑云思,정운사
2915,郑侠名,정협명
2916,郑消,정소
2917,郜永逸,고영일
2918,郭正玄,곽정현
2919,酒坛,술단지
2920,酒妖君,주요군
2921,酒桌,술자리
2922,酒瓶,술병
2923,醒神汤,성신탕
2924,采参客,채참객
2925,释因生,석인생
2926,重得,무거움
2927,重砍,강력 찍기
2928,重踏,중답
2929,野兔肉,토끼고기
2930,野兽,야수
2931,野分,샌더스
2932,野史,야사
2933,野山参,야생 산삼
2934,野狐丝,야호사
2935,野猪肉,멧돼지고기
2936,野生动物,야생동물
2937,野蘑菇,산버섯
2938,野虎,야호
2939,金仙,금선
2940,金令牌,금령패
2941,金刚,금강
2942,金力,진
2943,金子礼包,금화 선물
2944,金弓,황금 활
2945,金梭,금사
2946,金灵线,금령선
2947,金牛座,황소자리
2948,金玉满堂,금옥만당
2949,金生水,금생수
2950,金疮药,금창약
2951,金秘书,금비서
2952,金穗,금술
2953,金童,금동
2954,金腾,금등
2955,金萝卜,금무우
2956,金葵花,해바라기
2957,金钟护体,금종호체
2958,金铲,사모
2959,金银花,금은화
2960,金霸勇,금패용
2961,金鲤鱼,금붕어
2962,釜锋脉,부봉맥
2963,鉴刀,도의 위력 감정
2964,鎏金坠,도금펜던트
2965,钓竿,낚싯대
2966,钟历,종력
2967,钟漓,종리
2968,钟震,종진
2969,钢刀,강력도
2970,钢身,동신
2971,铁兰,철란
2972,铁匠铺,대장간
2973,铁壁,철벽
2974,铁头盔,철제 투구
2975,铁小寒,철소한
2976,铁山靠,철산고
2977,铁布衫,철포삼
2978,铁牛,철소
2979,铁甲战士,철갑전사
2980,铁矿,철광
2981,铁罗汉,철나한
2982,铁胸甲,철제 흉갑
2983,铁脊弓,철척궁
2984,铁蒺藜,가시철
2985,铁血,철혈
2986,铁铲,삽
2987,铃木,이안
2988,铜墙,동장
2989,铜钱草,동전초
2990,铠猩,개성
2991,铠甲残片,갑옷 조각
2992,银三,팔함
2993,银娇龙,은교룡
2994,银少保,은소보
2995,银时,긴토키
2996,银线,은실
2997,银色,은색
2998,银鸦链,은아련
2999,锁链,체인
3000,锋魂,봉혼
3001,锥形,부채꼴
3002,锦绣,금수
3003,锦鲤,비단잉어
3004,锦鲲,금곤
3005,键山,진저
3006,锻天石,단천석
3007,锻造宝箱,강화 상자
3008,镀金,도금
3009,镇阳峰,진양봉
3010,镇魂灯,진혼등
3011,镇魂诀,진혼결
3012,镇魔,진마
3013,镖局,표국
3014,镜像,미러
3015,镰刀,낫
3016,长剑,장검
3017,长寿花,장수화
3018,长峰,맨리
3019,长拳,장권
3020,长爪,길고 날카로운 갈퀴
3021,长生诀,장쟁결
3022,长老,장로
3023,长阳,장양
3024,长鸣,울음
3025,闪电刀,섬전도
3026,闪避,회피
3027,闪避几率,회피 확률
3028,闪避率,회피율
3029,问卷,설문조사
3030,问心,문심
3031,闯前寨,앞 지역 돌진
3032,闯大牢,감옥 습격
3033,闯学堂,학당 돌격
3034,闹天,노천
3035,闺蜜天团,단짝친구
3036,阁下,각하
3037,队伍频道,파티 채널
3038,阮上星,완상성
3039,防具,방어구
3040,防壁,방벽
3041,防御,방어
3042,防御光环buff范围,방어 고리 buff범위
3043,防御塔,방어탑
3044,防御宝石,방어 보석
3045,防护裤,보호 각반
3046,阳之气,양의 기운
3047,阳之石,양지석
3048,阳化洞,양화동
3049,阳门峰,양문봉
3050,阳阳,양양
3051,阳魄,양백
3052,阴之气,음의 기운
3053,阴之石,음지석
3054,阴槐木,음괴목
3055,阴阳师,음양사
3056,阵形,진형
3057,阵线,전선
3058,阵魂,진혼
3059,阿书,아서
3060,阿五,아오
3061,阿修,아쉬
3062,阿布,아포
3063,阿玛,블레어
3064,阿石,아석
3065,阿虚,아허
3066,阿诺,틴슬리
3067,附加伤害,추가 피해
3068,附带技能,추가 스킬
3069,陆奥,마일라
3070,陆宋,육송
3071,陆横,육횡
3072,陈墨笔,진묵필
3073,陈天源,진천원
3074,陈尚西,진상서
3075,陈长老,진장로
3076,降魔者,항마자
3077,限时礼包,한정 선물
3078,陛下,폐하
3079,除匪,퇴치
3080,陵平洞,능평동
3081,陶二,도이
3082,陶月天,도월천
3083,陶朱公,도주공
3084,陶梦羲,도몽희
3085,陶诗诗,도시시
3086,随机事件,랜덤 이벤트
3087,隐刺,암살
3088,隐居者,은둔자
3089,隔岸观火,강 건너 불 구경
3090,隔阂,간격
3091,难度,난이도
3092,难度一,난이도1
3093,难度七,난이도7
3094,难度三,난이도3
3095,难度九,난이도9
3096,难度二,난이도2
3097,难度五,난이도5
3098,难度八,난이도8
3099,难度六,난이도6
3100,难度四,난이도4
3101,雁离扇,안리부채
3102,雁翎,안령
3103,雄霸天下,웅패천하
3104,雅典娜,아테나
3105,集训,훈련
3106,雨师,우사
3107,雪剑客,북해검객
3108,雪柳,설유
3109,雪毒人,설독인
3110,雪毒珠,설독주
3111,雪灵花,설령화
3112,雪莲,설련
3113,雪莲丸,설련환
3114,雷伊克特,레이트
3115,雷天虎,뇌천호
3116,雷希,레시
3117,雷格,레이그
3118,雷泽,뇌택
3119,雷炎,뇌염
3120,雷震子,뇌진자
3121,雷鸣,뇌명
3122,雷鼓,드럼
3123,雾灵珠,무령주
3124,雾隐,매디슨
3125,震地击,진지격
3126,震无伤,진무상
3127,震腑,진동
3128,震腾,진등
3129,霍渊,곽연
3130,霓裳,예상
3131,霜凝草,상응초
3132,霜寒铁,상한철
3133,霜银,상은
3134,霸天虎,패천호
3135,霸王枪,패왕창
3136,霸王龙,패왕룡
3137,霸皇,패황
3138,霹雳子,벽력자
3139,青冥,청명
3140,青卷,청권
3141,青岛,청도
3142,青崎,케일리
3143,青梅竹马,죽마고우
3144,青江,소사
3145,青海,청해
3146,青灯鬼,청등귀
3147,青牛,청우
3148,青牛角,청우각
3149,青牧草,여물
3150,青玉,청옥
3151,青花瓷,청화자기
3152,青花鱼,고등어
3153,青菜,청경채
3154,青虹刃,청홍인
3155,青铜级,청동 레벨
3156,青魄剑,청백검
3157,青魔人,청마인
3158,青鱼,청어
3159,青鸾,청난
3160,青龙,청룡
3161,青龙刀,청룡도
3162,靖泰山,정태산
3163,静夜思,정야사
3164,静离,정리
3165,非绑定,비귀속
3166,面容,얼굴
3167,面然,면연
3168,面甲,면갑
3169,韧之魂,인의 혼
3170,韩吉,플랫
3171,韩迹,한적
3172,音反,음반
3173,音城,조르딘
3174,音效,효과음
3175,音梁,음량
3176,音疗波,음료파
3177,音裂波,음렬파
3178,音速,음속
3179,音鸣波,음명파
3180,顶层,꼭대기층
3181,项羽,항우
3182,项莱,명아주
3183,项链,목걸이
3184,顺劈斩,순벽참
3185,顾盼,두리번
3186,颂道诀,송도결
3187,领地战,영지전
3188,风云录,풍운록
3189,风刀客,풍도객
3190,风堕,풍타
3191,风早,킨리
3192,风火轮,풍화륜
3193,风筝,연
3194,风系,바람 속성
3195,风罗,풍라
3196,风骨木,풍골목
3197,飓浪行者,방랑자
3198,飘渺,표묘
3199,飞剑,비검
3200,飞撞,비당
3201,飞烟刃,비연인
3202,飞羽,비우
3203,飞翔刀,비상도
3204,飞蛇,비사
3205,飞踏,비답
3206,飞雪,비설
3207,食品箱,음식 상자
3208,食尸者,탐식자
3209,食材,식재료
3210,食肉花,식육화
3211,首冲赠,첫 충전 증정
3212,首饰灵玉,장신구 영옥
3213,香叶,월계수잎
3214,香子兰,바닐라
3215,香橙,등자나무
3216,香瓜,참외
3217,马厩,마구간
3218,马老板,마사장
3219,马草,말여물
3220,马车,마차
3221,马镫,등자
3222,马鞭,채찍
3223,驭水,어수
3224,驱尸烟,구시연
3225,驱殇,구상
3226,驱毒散,구독산
3227,驱魔,구마
3228,驼云,타운
3229,驿站,역참
3230,骑士,기사
3231,骑术大师,기마술 대사
3232,骤风,돌풍
3233,骷髅鬼兵,해골병사
3234,骸骨,해골
3235,高坂,플로라
3236,高头车,고두차
3237,高尔,고일
3238,高岭,리드
3239,高桥,로손
3240,高粱酒,고량주
3241,高级宝石,고급 보석
3242,高级拆解,고급 분해
3243,高级暴击,상급 치명타
3244,高级灵玉,고급 영옥
3245,高级祝福石,고급 축복석
3246,高级经验丹,고급 경험단
3247,高迪,펠리페
3248,高野,매튜
3249,高防御,높은 방어
3250,鬼医,귀의
3251,鬼印,귀인
3252,鬼变,귀변
3253,鬼崎,메키
3254,鬼幽,귀유
3255,鬼扰,귀우
3256,鬼武者,귀무자
3257,鬼气,귀기
3258,鬼泣扇,귀읍부채
3259,鬼爪,귀조
3260,鬼王,귀왕
3261,鬼眼花,귀안화
3262,鬼面,귀면
3263,鬼面魈,귀면소
3264,魂兵,혼병
3265,魂履,혼신발
3266,魂枢阵,혼추진
3267,魂灯,혼등
3268,魂玉,혼옥
3269,魂祭,혼제
3270,魂语,혼어
3271,魅影法师,유령 마법사
3272,魅焰枪,매염창
3273,魏青,위청
3274,魔人化,악마화
3275,魔仆,수하
3276,魔像,골렘
3277,魔像崖BOSS,골렘절벽BOSS
3278,魔像崖退出场景buff,골렘절벽 맵 퇴장buff
3279,魔兵,마병
3280,魔兵解,마병해
3281,魔刺猪,마척 돼지
3282,魔剑,마검
3283,魔化岩,마귀 바위
3284,魔宗,마종
3285,魔宫,마궁
3286,魔寇,마구
3287,魔寒弓,마한궁
3288,魔导师,마도사
3289,魔尘,더스트
3290,魔弓手,마궁수
3291,魔戒,마력 반지
3292,魔族先锋,마족선봉
3293,魔星花,마성화
3294,魔暴熊,마폭웅
3295,魔术,마술
3296,魔杖,마법지팡이
3297,魔法结界,마법 결계
3298,魔涌,마력
3299,魔猴,마후
3300,魔王,마왕
3301,魔球,마법 구
3302,魔甲,마갑
3303,魔甲解,마갑해
3304,魔眼,마안
3305,魔突,마돌
3306,魔笛,마적
3307,魔纹,마법룬
3308,魔袋,주머니
3309,魔魁,마괴
3310,魔鳞,마린
3311,魔龙,마룡
3312,魔龙斩,마룡참
3313,鱼在天,어재천
3314,鱿鱼,오징어
3315,鲇沢,하우드
3316,鲍伯,왓슨
3317,鲜鱼,생선
3318,鲫鱼,붕어
3319,鲲鹏羽,곤붕우
3320,鳌龟,자라
3321,鸣人,네틀스
3322,鸣极,명겁
3323,鸣海,젬마
3324,鸣音,명음
3325,鸩草,짐초
3326,鹤舞,학무
